Freq.	V(N004,N006)/-I(V2)-V(n006)/I(R5)
1.15877735615481e+004	(-1.93319704888737e+001dB,8.26364780621785e+001°)
1.16144861384002e+004	(-1.93122013263313e+001dB,8.26466814780244e+001°)
1.16412602941017e+004	(-1.92924312831940e+001dB,8.26568467465587e+001°)
1.16680961706064e+004	(-1.92726603642061e+001dB,8.26669739151723e+001°)
1.16949939101955e+004	(-1.92528885741005e+001dB,8.26770630313767e+001°)
1.17219536554781e+004	(-1.92331159176006e+001dB,8.26871141424410e+001°)
1.17489755493921e+004	(-1.92133423993922e+001dB,8.26971272955998e+001°)
1.17760597352048e+004	(-1.91935680241667e+001dB,8.27071025377190e+001°)
1.18032063565141e+004	(-1.91737927965843e+001dB,8.27170399155709e+001°)
1.18304155572484e+004	(-1.91540167213000e+001dB,8.27269394758745e+001°)
1.18576874816683e+004	(-1.91342398029347e+001dB,8.27368012650834e+001°)
1.18850222743669e+004	(-1.91144620461168e+001dB,8.27466253294742e+001°)
1.19124200802705e+004	(-1.90946834554387e+001dB,8.27564117151858e+001°)
1.19398810446394e+004	(-1.90749040354750e+001dB,8.27661604682662e+001°)
1.19674053130691e+004	(-1.90551237908098e+001dB,8.27758716345342e+001°)
1.19949930314905e+004	(-1.90353427259772e+001dB,8.27855452595153e+001°)
1.20226443461708e+004	(-1.90155608455154e+001dB,8.27951813888114e+001°)
1.20503594037147e+004	(-1.89957781539457e+001dB,8.28047800677682e+001°)
1.20781383510645e+004	(-1.89759946557715e+001dB,8.28143413414798e+001°)
1.21059813355015e+004	(-1.89562103554721e+001dB,8.28238652550310e+001°)
1.21338885046464e+004	(-1.89364252575231e+001dB,8.28333518530751e+001°)
1.21618600064603e+004	(-1.89166393663729e+001dB,8.28428011805552e+001°)
1.21898959892453e+004	(-1.88968526864676e+001dB,8.28522132816406e+001°)
1.22179966016454e+004	(-1.88770652222305e+001dB,8.28615882009654e+001°)
1.22461619926471e+004	(-1.88572769780665e+001dB,8.28709259827000e+001°)
1.22743923115807e+004	(-1.88374879583721e+001dB,8.28802266706643e+001°)
1.23026877081204e+004	(-1.88176981675179e+001dB,8.28894903088628e+001°)
1.23310483322857e+004	(-1.87979076098739e+001dB,8.28987169408922e+001°)
1.23594743344417e+004	(-1.87781162897845e+001dB,8.29079066104229e+001°)
1.23879658653003e+004	(-1.87583242115752e+001dB,8.29170593606264e+001°)
1.24165230759207e+004	(-1.87385313795809e+001dB,8.29261752347255e+001°)
1.24451461177104e+004	(-1.87187377980871e+001dB,8.29352542759312e+001°)
1.24738351424260e+004	(-1.86989434713947e+001dB,8.29442965269380e+001°)
1.25025903021738e+004	(-1.86791484037728e+001dB,8.29533020304780e+001°)
1.25314117494107e+004	(-1.86593525994698e+001dB,8.29622708291434e+001°)
1.25602996369453e+004	(-1.86395560627476e+001dB,8.29712029653062e+001°)
1.25892541179382e+004	(-1.86197587978230e+001dB,8.29800984810570e+001°)
1.26182753459032e+004	(-1.85999608089169e+001dB,8.29889574186172e+001°)
1.26473634747080e+004	(-1.85801621002278e+001dB,8.29977798198025e+001°)
1.26765186585750e+004	(-1.85603626759479e+001dB,8.30065657262390e+001°)
1.27057410520819e+004	(-1.85405625402483e+001dB,8.30153151796555e+001°)
1.27350308101631e+004	(-1.85207616972858e+001dB,8.30240282213807e+001°)
1.27643880881099e+004	(-1.85009601512074e+001dB,8.30327048925657e+001°)
1.27938130415717e+004	(-1.84811579061458e+001dB,8.30413452343573e+001°)
1.28233058265567e+004	(-1.84613549662176e+001dB,8.30499492875704e+001°)
1.28528665994326e+004	(-1.84415513355191e+001dB,8.30585170929712e+001°)
1.28824955169278e+004	(-1.84217470181588e+001dB,8.30670486911984e+001°)
1.29121927361318e+004	(-1.84019420182006e+001dB,8.30755441225931e+001°)
1.29419584144963e+004	(-1.83821363397049e+001dB,8.30840034273890e+001°)
1.29717927098360e+004	(-1.83623299867355e+001dB,8.30924266457092e+001°)
1.30016957803293e+004	(-1.83425229633124e+001dB,8.31008138173899e+001°)
1.30316677845194e+004	(-1.83227152734739e+001dB,8.31091649823688e+001°)
1.30617088813148e+004	(-1.83029069212189e+001dB,8.31174801799750e+001°)
1.30918192299904e+004	(-1.82830979105564e+001dB,8.31257594498145e+001°)
1.31219989901884e+004	(-1.82632882454707e+001dB,8.31340028311506e+001°)
1.31522483219187e+004	(-1.82434779299220e+001dB,8.31422103628559e+001°)
1.31825673855604e+004	(-1.82236669678732e+001dB,8.31503820840920e+001°)
1.32129563418621e+004	(-1.82038553632823e+001dB,8.31585180336203e+001°)
1.32434153519430e+004	(-1.81840431200690e+001dB,8.31666182498876e+001°)
1.32739445772937e+004	(-1.81642302421595e+001dB,8.31746827713679e+001°)
1.33045441797772e+004	(-1.81444167334678e+001dB,8.31827116365250e+001°)
1.33352143216295e+004	(-1.81246025978761e+001dB,8.31907048831428e+001°)
1.33659551654607e+004	(-1.81047878392895e+001dB,8.31986625493992e+001°)
1.33967668742556e+004	(-1.80849724615664e+001dB,8.32065846731283e+001°)
1.34276496113749e+004	(-1.80651564685616e+001dB,8.32144712917396e+001°)
1.34586035405557e+004	(-1.80453398641251e+001dB,8.32223224428022e+001°)
1.34896288259128e+004	(-1.80255226521035e+001dB,8.32301381635201e+001°)
1.35207256319390e+004	(-1.80057048363130e+001dB,8.32379184911765e+001°)
1.35518941235066e+004	(-1.79858864205639e+001dB,8.32456634625436e+001°)
1.35831344658678e+004	(-1.79660674086595e+001dB,8.32533731146169e+001°)
1.36144468246557e+004	(-1.79462478043823e+001dB,8.32610474838489e+001°)
1.36458313658855e+004	(-1.79264276115101e+001dB,8.32686866067638e+001°)
1.36772882559547e+004	(-1.79066068338215e+001dB,8.32762905197484e+001°)
1.37088176616447e+004	(-1.78867854750555e+001dB,8.32838592588295e+001°)
1.37404197501213e+004	(-1.78669635389527e+001dB,8.32913928600065e+001°)
1.37720946889356e+004	(-1.78471410292513e+001dB,8.32988913591038e+001°)
1.38038426460250e+004	(-1.78273179496752e+001dB,8.33063547917824e+001°)
1.38356637897140e+004	(-1.78074943039202e+001dB,8.33137831935045e+001°)
1.38675582887150e+004	(-1.77876700956957e+001dB,8.33211765996571e+001°)
1.38995263121297e+004	(-1.77678453286837e+001dB,8.33285350452819e+001°)
1.39315680294492e+004	(-1.77480200065499e+001dB,8.33358585653762e+001°)
1.39636836105555e+004	(-1.77281941329760e+001dB,8.33431471948706e+001°)
1.39958732257223e+004	(-1.77083677116069e+001dB,8.33504009683689e+001°)
1.40281370456157e+004	(-1.76885407460831e+001dB,8.33576199203309e+001°)
1.40604752412952e+004	(-1.76687132400382e+001dB,8.33648040850771e+001°)
1.40928879842148e+004	(-1.76488851970946e+001dB,8.33719534969453e+001°)
1.41253754462236e+004	(-1.76290566208748e+001dB,8.33790681898348e+001°)
1.41579377995669e+004	(-1.76092275149563e+001dB,8.33861481974466e+001°)
1.41905752168870e+004	(-1.75893978829509e+001dB,8.33931935537236e+001°)
1.42232878712242e+004	(-1.75695677284391e+001dB,8.34002042919087e+001°)
1.42560759360179e+004	(-1.75497370549759e+001dB,8.34071804455883e+001°)
1.42889395851070e+004	(-1.75299058661250e+001dB,8.34141220478258e+001°)
1.43218789927314e+004	(-1.75100741654470e+001dB,8.34210291316704e+001°)
1.43548943335326e+004	(-1.74902419564673e+001dB,8.34279017299377e+001°)
1.43879857825544e+004	(-1.74704092427252e+001dB,8.34347398753737e+001°)
1.44211535152447e+004	(-1.74505760277418e+001dB,8.34415436005341e+001°)
1.44543977074552e+004	(-1.74307423150234e+001dB,8.34483129376891e+001°)
1.44877185354436e+004	(-1.74109081080684e+001dB,8.34550479190662e+001°)
1.45211161758734e+004	(-1.73910734103729e+001dB,8.34617485767513e+001°)
1.45545908058156e+004	(-1.73712382254148e+001dB,8.34684149425588e+001°)
1.45881426027494e+004	(-1.73514025566682e+001dB,8.34750470483643e+001°)
1.46217717445631e+004	(-1.73315664075989e+001dB,8.34816449254339e+001°)
1.46554784095550e+004	(-1.73117297816535e+001dB,8.34882086053555e+001°)
1.46892627764346e+004	(-1.72918926822823e+001dB,8.34947381193474e+001°)
1.47231250243231e+004	(-1.72720551129070e+001dB,8.35012334982898e+001°)
1.47570653327548e+004	(-1.72522170769731e+001dB,8.35076947732632e+001°)
1.47910838816779e+004	(-1.72323785778804e+001dB,8.35141219749338e+001°)
1.48251808514554e+004	(-1.72125396190468e+001dB,8.35205151337501e+001°)
1.48593564228659e+004	(-1.71927002038695e+001dB,8.35268742803553e+001°)
1.48936107771050e+004	(-1.71728603357320e+001dB,8.35331994447307e+001°)
1.49279440957858e+004	(-1.71530200180234e+001dB,8.35394906570873e+001°)
1.49623565609401e+004	(-1.71331792541093e+001dB,8.35457479472278e+001°)
1.49968483550195e+004	(-1.71133380473576e+001dB,8.35519713450037e+001°)
1.50314196608960e+004	(-1.70934964011213e+001dB,8.35581608800018e+001°)
1.50660706618632e+004	(-1.70736543187463e+001dB,8.35643165815894e+001°)
1.51008015416372e+004	(-1.70538118035759e+001dB,8.35704384789165e+001°)
1.51356124843578e+004	(-1.70339688589328e+001dB,8.35765266012121e+001°)
1.51705036745891e+004	(-1.70141254881479e+001dB,8.35825809773933e+001°)
1.52054752973207e+004	(-1.69942816945247e+001dB,8.35886016361424e+001°)
1.52405275379686e+004	(-1.69744374813715e+001dB,8.35945886060742e+001°)
1.52756605823764e+004	(-1.69545928519889e+001dB,8.36005419156085e+001°)
1.53108746168160e+004	(-1.69347478096632e+001dB,8.36064615931178e+001°)
1.53461698279886e+004	(-1.69149023576805e+001dB,8.36123476665985e+001°)
1.53815464030260e+004	(-1.68950564993090e+001dB,8.36182001639642e+001°)
1.54170045294913e+004	(-1.68752102378176e+001dB,8.36240191131275e+001°)
1.54525443953798e+004	(-1.68553635764514e+001dB,8.36298045415636e+001°)
1.54881661891205e+004	(-1.68355165184799e+001dB,8.36355564767823e+001°)
1.55238700995765e+004	(-1.68156690671371e+001dB,8.36412749460566e+001°)
1.55596563160464e+004	(-1.67958212256562e+001dB,8.36469599764918e+001°)
1.55955250282651e+004	(-1.67759729972681e+001dB,8.36526115951220e+001°)
1.56314764264051e+004	(-1.67561243851908e+001dB,8.36582298286041e+001°)
1.56675107010771e+004	(-1.67362753926317e+001dB,8.36638147037187e+001°)
1.57036280433311e+004	(-1.67164260228136e+001dB,8.36693662467672e+001°)
1.57398286446578e+004	(-1.66965762789202e+001dB,8.36748844841571e+001°)
1.57761126969890e+004	(-1.66767261641445e+001dB,8.36803694420107e+001°)
1.58124803926994e+004	(-1.66568756816756e+001dB,8.36858211463130e+001°)
1.58489319246067e+004	(-1.66370248346843e+001dB,8.36912396228378e+001°)
1.58854674859733e+004	(-1.66171736263481e+001dB,8.36966248972666e+001°)
1.59220872705072e+004	(-1.65973220598249e+001dB,8.37019769950345e+001°)
1.59587914723628e+004	(-1.65774701382803e+001dB,8.37072959414917e+001°)
1.59955802861422e+004	(-1.65576178648522e+001dB,8.37125817618002e+001°)
1.60324539068959e+004	(-1.65377652426939e+001dB,8.37178344809074e+001°)
1.60694125301242e+004	(-1.65179122749408e+001dB,8.37230541237057e+001°)
1.61064563517782e+004	(-1.64980589647174e+001dB,8.37282407148123e+001°)
1.61435855682603e+004	(-1.64782053151520e+001dB,8.37333942786948e+001°)
1.61808003764261e+004	(-1.64583513293570e+001dB,8.37385148397324e+001°)
1.62181009735847e+004	(-1.64384970104577e+001dB,8.37436024221124e+001°)
1.62554875575003e+004	(-1.64186423615390e+001dB,8.37486570498291e+001°)
1.62929603263926e+004	(-1.63987873857116e+001dB,8.37536787466840e+001°)
1.63305194789387e+004	(-1.63789320860779e+001dB,8.37586675364014e+001°)
1.63681652142735e+004	(-1.63590764657039e+001dB,8.37636234424794e+001°)
1.64058977319908e+004	(-1.63392205276765e+001dB,8.37685464882826e+001°)
1.64437172321447e+004	(-1.63193642750785e+001dB,8.37734366969783e+001°)
1.64816239152504e+004	(-1.62995077109779e+001dB,8.37782940915911e+001°)
1.65196179822855e+004	(-1.62796508384298e+001dB,8.37831186950060e+001°)
1.65576996346906e+004	(-1.62597936604964e+001dB,8.37879105299155e+001°)
1.65958690743709e+004	(-1.62399361802334e+001dB,8.37926696187909e+001°)
1.66341265036970e+004	(-1.62200784006784e+001dB,8.37973959841081e+001°)
1.66724721255059e+004	(-1.62002203248802e+001dB,8.38020896479478e+001°)
1.67109061431024e+004	(-1.61803619558743e+001dB,8.38067506324845e+001°)
1.67494287602596e+004	(-1.61605032966828e+001dB,8.38113789594404e+001°)
1.67880401812209e+004	(-1.61406443503309e+001dB,8.38159746507115e+001°)
1.68267406106999e+004	(-1.61207851198556e+001dB,8.38205377276491e+001°)
1.68655302538826e+004	(-1.61009256082473e+001dB,8.38250682118628e+001°)
1.69044093164279e+004	(-1.60810658185249e+001dB,8.38295661243325e+001°)
1.69433780044685e+004	(-1.60612057536940e+001dB,8.38340314862797e+001°)
1.69824365246126e+004	(-1.60413454167579e+001dB,8.38384643185785e+001°)
1.70215850839447e+004	(-1.60214848106976e+001dB,8.38428646418587e+001°)
1.70608238900264e+004	(-1.60016239385182e+001dB,8.38472324768093e+001°)
1.71001531508980e+004	(-1.59817628031943e+001dB,8.38515678437651e+001°)
1.71395730750794e+004	(-1.59619014077104e+001dB,8.38558707630135e+001°)
1.71790838715710e+004	(-1.59420397550387e+001dB,8.38601412545268e+001°)
1.72186857498552e+004	(-1.59221778481469e+001dB,8.38643793382896e+001°)
1.72583789198971e+004	(-1.59023156900074e+001dB,8.38685850340497e+001°)
1.72981635921461e+004	(-1.58824532835783e+001dB,8.38727583613782e+001°)
1.73380399775365e+004	(-1.58625906318226e+001dB,8.38768993397001e+001°)
1.73780082874888e+004	(-1.58427277376798e+001dB,8.38810079881978e+001°)
1.74180687339112e+004	(-1.58228646041173e+001dB,8.38850843260629e+001°)
1.74582215292001e+004	(-1.58030012340622e+001dB,8.38891283721837e+001°)
1.74984668862416e+004	(-1.57831376304682e+001dB,8.38931401453457e+001°)
1.75388050184126e+004	(-1.57632737962618e+001dB,8.38971196640321e+001°)
1.75792361395819e+004	(-1.57434097343829e+001dB,8.39010669468423e+001°)
1.76197604641113e+004	(-1.57235454477610e+001dB,8.39049820119500e+001°)
1.76603782068566e+004	(-1.57036809393090e+001dB,8.39088648774343e+001°)
1.77010895831692e+004	(-1.56838162119585e+001dB,8.39127155612984e+001°)
1.77418948088966e+004	(-1.56639512686198e+001dB,8.39165340813025e+001°)
1.77827941003842e+004	(-1.56440861122139e+001dB,8.39203204550261e+001°)
1.78237876744758e+004	(-1.56242207456433e+001dB,8.39240746999330e+001°)
1.78648757485154e+004	(-1.56043551718218e+001dB,8.39277968333539e+001°)
1.79060585403479e+004	(-1.55844893936425e+001dB,8.39314868723559e+001°)
1.79473362683202e+004	(-1.55646234140103e+001dB,8.39351448338826e+001°)
1.79887091512828e+004	(-1.55447572358209e+001dB,8.39387707347727e+001°)
1.80301774085906e+004	(-1.55248908619696e+001dB,8.39423645916406e+001°)
1.80717412601041e+004	(-1.55050242953406e+001dB,8.39459264209279e+001°)
1.81134009261909e+004	(-1.54851575388295e+001dB,8.39494562389707e+001°)
1.81551566277262e+004	(-1.54652905953058e+001dB,8.39529540618351e+001°)
1.81970085860947e+004	(-1.54454234676605e+001dB,8.39564199055228e+001°)
1.82389570231912e+004	(-1.54255561587688e+001dB,8.39598537858839e+001°)
1.82810021614222e+004	(-1.54056886715057e+001dB,8.39632557185727e+001°)
1.83231442237069e+004	(-1.53858210087368e+001dB,8.39666257189432e+001°)
1.83653834334782e+004	(-1.53659531733369e+001dB,8.39699638023880e+001°)
1.84077200146843e+004	(-1.53460851681744e+001dB,8.39732699841604e+001°)
1.84501541917895e+004	(-1.53262169961079e+001dB,8.39765442789982e+001°)
1.84926861897755e+004	(-1.53063486600002e+001dB,8.39797867018858e+001°)
1.85353162341428e+004	(-1.52864801627094e+001dB,8.39829972674899e+001°)
1.85780445509117e+004	(-1.52666115070898e+001dB,8.39861759902407e+001°)
1.86208713666234e+004	(-1.52467426960035e+001dB,8.39893228844434e+001°)
1.86637969083414e+004	(-1.52268737322909e+001dB,8.39924379643029e+001°)
1.87068214036527e+004	(-1.52070046188115e+001dB,8.39955212438240e+001°)
1.87499450806688e+004	(-1.51871353584136e+001dB,8.39985727368376e+001°)
1.87931681680273e+004	(-1.51672659539253e+001dB,8.40015924568992e+001°)
1.88364908948926e+004	(-1.51473964082039e+001dB,8.40045804177478e+001°)
1.88799134909575e+004	(-1.51275267240942e+001dB,8.40075366324756e+001°)
1.89234361864443e+004	(-1.51076569044116e+001dB,8.40104611144081e+001°)
1.89670592121060e+004	(-1.50877869520293e+001dB,8.40133538764487e+001°)
1.90107827992276e+004	(-1.50679168697500e+001dB,8.40162149315458e+001°)
1.90546071796270e+004	(-1.50480466604250e+001dB,8.40190442922804e+001°)
1.90985325856569e+004	(-1.50281763268880e+001dB,8.40218419712140e+001°)
1.91425592502054e+004	(-1.50083058719625e+001dB,8.40246079807026e+001°)
1.91866874066974e+004	(-1.49884352984776e+001dB,8.40273423328911e+001°)
1.92309172890961e+004	(-1.49685646092692e+001dB,8.40300450399014e+001°)
1.92752491319038e+004	(-1.49486938071577e+001dB,8.40327161134112e+001°)
1.93196831701637e+004	(-1.49288228949698e+001dB,8.40353555652691e+001°)
1.93642196394605e+004	(-1.49089518755222e+001dB,8.40379634069223e+001°)
1.94088587759222e+004	(-1.48890807516461e+001dB,8.40405396496998e+001°)
1.94536008162211e+004	(-1.48692095261681e+001dB,8.40430843049011e+001°)
1.94984459975749e+004	(-1.48493382018887e+001dB,8.40455973834531e+001°)
1.95433945577484e+004	(-1.48294667816463e+001dB,8.40480788962348e+001°)
1.95884467350543e+004	(-1.48095952682571e+001dB,8.40505288539774e+001°)
1.96336027683548e+004	(-1.47897236645301e+001dB,8.40529472671871e+001°)
1.96788628970628e+004	(-1.47698519732928e+001dB,8.40553341462411e+001°)
1.97242273611429e+004	(-1.47499801973496e+001dB,8.40576895013485e+001°)
1.97696964011129e+004	(-1.47301083395229e+001dB,8.40600133425633e+001°)
1.98152702580453e+004	(-1.47102364026376e+001dB,8.40623056796930e+001°)
1.98609491735680e+004	(-1.46903643894864e+001dB,8.40645665224699e+001°)
1.99067333898662e+004	(-1.46704923029082e+001dB,8.40667958805025e+001°)
1.99526231496831e+004	(-1.46506201456997e+001dB,8.40689937630209e+001°)
1.99986186963217e+004	(-1.46307479206816e+001dB,8.40711601793340e+001°)
2.00447202736459e+004	(-1.46108756306609e+001dB,8.40732951385052e+001°)
2.00909281260815e+004	(-1.45910032784603e+001dB,8.40753986493730e+001°)
2.01372424986181e+004	(-1.45711308668833e+001dB,8.40774707206515e+001°)
2.01836636368098e+004	(-1.45512583987501e+001dB,8.40795113608745e+001°)
2.02301917867769e+004	(-1.45313858768709e+001dB,8.40815205784547e+001°)
2.02768271952070e+004	(-1.45115133040521e+001dB,8.40834983814750e+001°)
2.03235701093564e+004	(-1.44916406831331e+001dB,8.40854447782257e+001°)
2.03704207770513e+004	(-1.44717680168925e+001dB,8.40873597763686e+001°)
2.04173794466894e+004	(-1.44518953081642e+001dB,8.40892433838020e+001°)
2.04644463672409e+004	(-1.44320225597557e+001dB,8.40910956078543e+001°)
2.05116217882498e+004	(-1.44121497744858e+001dB,8.40929164560941e+001°)
2.05589059598355e+004	(-1.43922769551741e+001dB,8.40947059356852e+001°)
2.06062991326941e+004	(-1.43724041046270e+001dB,8.40964640536786e+001°)
2.06538015580994e+004	(-1.43525312256672e+001dB,8.40981908169284e+001°)
2.07014134879045e+004	(-1.43326583211083e+001dB,8.40998862322167e+001°)
2.07491351745431e+004	(-1.43127853937693e+001dB,8.41015503060101e+001°)
2.07969668710310e+004	(-1.42929124464715e+001dB,8.41031830448080e+001°)
2.08449088309669e+004	(-1.42730394820333e+001dB,8.41047844547086e+001°)
2.08929613085344e+004	(-1.42531665032715e+001dB,8.41063545418218e+001°)
2.09411245585029e+004	(-1.42332935130135e+001dB,8.41078933120279e+001°)
2.09893988362292e+004	(-1.42134205140792e+001dB,8.41094007711303e+001°)
2.10377843976587e+004	(-1.41935475092945e+001dB,8.41108769245824e+001°)
2.10862814993268e+004	(-1.41736745014841e+001dB,8.41123217777675e+001°)
2.11348903983604e+004	(-1.41538014934724e+001dB,8.41137353359024e+001°)
2.11836113524789e+004	(-1.41339284880950e+001dB,8.41151176041343e+001°)
2.12324446199961e+004	(-1.41140554881688e+001dB,8.41164685872667e+001°)
2.12813904598210e+004	(-1.40941824965395e+001dB,8.41177882900660e+001°)
2.13304491314596e+004	(-1.40743095160304e+001dB,8.41190767170351e+001°)
2.13796208950162e+004	(-1.40544365494807e+001dB,8.41203338725592e+001°)
2.14289060111944e+004	(-1.40345635997253e+001dB,8.41215597609243e+001°)
2.14783047412992e+004	(-1.40146906696042e+001dB,8.41227543861507e+001°)
2.15278173472375e+004	(-1.39948177619539e+001dB,8.41239177520717e+001°)
2.15774440915205e+004	(-1.39749448796175e+001dB,8.41250498624623e+001°)
2.16271852372640e+004	(-1.39550720254334e+001dB,8.41261507208884e+001°)
2.16770410481907e+004	(-1.39351992022612e+001dB,8.41272203305971e+001°)
2.17270117886312e+004	(-1.39153264129449e+001dB,8.41282586950040e+001°)
2.17770977235253e+004	(-1.38954536603260e+001dB,8.41292658170049e+001°)
2.18272991184237e+004	(-1.38755809472632e+001dB,8.41302416995865e+001°)
2.18776162394892e+004	(-1.38557082766137e+001dB,8.41311863453573e+001°)
2.19280493534982e+004	(-1.38358356512307e+001dB,8.41320997569442e+001°)
2.19785987278419e+004	(-1.38159630739851e+001dB,8.41329819366590e+001°)
2.20292646305282e+004	(-1.37960905477293e+001dB,8.41338328867549e+001°)
2.20800473301826e+004	(-1.37762180753321e+001dB,8.41346526092793e+001°)
2.21309470960500e+004	(-1.37563456596648e+001dB,8.41354411060570e+001°)
2.21819641979958e+004	(-1.37364733035958e+001dB,8.41361983788275e+001°)
2.22330989065076e+004	(-1.37166010099992e+001dB,8.41369244291165e+001°)
2.22843514926966e+004	(-1.36967287817509e+001dB,8.41376192583400e+001°)
2.23357222282989e+004	(-1.36768566217348e+001dB,8.41382828675832e+001°)
2.23872113856769e+004	(-1.36569845328332e+001dB,8.41389152580249e+001°)
2.24388192378212e+004	(-1.36371125179320e+001dB,8.41395164304327e+001°)
2.24905460583513e+004	(-1.36172405799194e+001dB,8.41400863854866e+001°)
2.25423921215178e+004	(-1.35973687216893e+001dB,8.41406251237808e+001°)
2.25943577022032e+004	(-1.35774969461425e+001dB,8.41411326456405e+001°)
2.26464430759240e+004	(-1.35576252561772e+001dB,8.41416089512910e+001°)
2.26986485188317e+004	(-1.35377536546977e+001dB,8.41420540406695e+001°)
2.27509743077141e+004	(-1.35178821446098e+001dB,8.41424679137150e+001°)
2.28034207199976e+004	(-1.34980107288164e+001dB,8.41428505700342e+001°)
2.28559880337477e+004	(-1.34781394102464e+001dB,8.41432020092603e+001°)
2.29086765276711e+004	(-1.34582681918165e+001dB,8.41435222305888e+001°)
2.29614864811170e+004	(-1.34383970764399e+001dB,8.41438112332727e+001°)
2.30144181740784e+004	(-1.34185260670480e+001dB,8.41440690163656e+001°)
2.30674718871940e+004	(-1.33986551665839e+001dB,8.41442955786089e+001°)
2.31206479017492e+004	(-1.33787843779672e+001dB,8.41444909187390e+001°)
2.31739464996781e+004	(-1.33589137041326e+001dB,8.41446550352199e+001°)
2.32273679635643e+004	(-1.33390431480409e+001dB,8.41447879263962e+001°)
2.32809125766433e+004	(-1.33191727126320e+001dB,8.41448895904378e+001°)
2.33345806228033e+004	(-1.32993024008581e+001dB,8.41449600252630e+001°)
2.33883723865868e+004	(-1.32794322156748e+001dB,8.41449992288238e+001°)
2.34422881531924e+004	(-1.32595621600475e+001dB,8.41450071986217e+001°)
2.34963282084763e+004	(-1.32396922369442e+001dB,8.41449839322937e+001°)
2.35504928389533e+004	(-1.32198224493273e+001dB,8.41449294270197e+001°)
2.36047823317989e+004	(-1.31999528001861e+001dB,8.41448436799891e+001°)
2.36591969748507e+004	(-1.31800832924895e+001dB,8.41447266882264e+001°)
2.37137370566097e+004	(-1.31602139292285e+001dB,8.41445784484802e+001°)
2.37684028662419e+004	(-1.31403447133997e+001dB,8.41443989573295e+001°)
2.38231946935800e+004	(-1.31204756479863e+001dB,8.41441882112625e+001°)
2.38781128291248e+004	(-1.31006067359983e+001dB,8.41439462066536e+001°)
2.39331575640469e+004	(-1.30807379804502e+001dB,8.41436729395779e+001°)
2.39883291901879e+004	(-1.30608693843428e+001dB,8.41433684059184e+001°)
2.40436280000623e+004	(-1.30410009506960e+001dB,8.41430326014974e+001°)
2.40990542868589e+004	(-1.30211326825408e+001dB,8.41426655219398e+001°)
2.41546083444424e+004	(-1.30012645829003e+001dB,8.41422671626340e+001°)
2.42102904673547e+004	(-1.29813966548072e+001dB,8.41418375189303e+001°)
2.42661009508171e+004	(-1.29615289013019e+001dB,8.41413765858562e+001°)
2.43220400907311e+004	(-1.29416613254413e+001dB,8.41408843582920e+001°)
2.43781081836804e+004	(-1.29217939302737e+001dB,8.41403608310804e+001°)
2.44343055269326e+004	(-1.29019267188477e+001dB,8.41398059987650e+001°)
2.44906324184403e+004	(-1.28820596942436e+001dB,8.41392198557494e+001°)
2.45470891568432e+004	(-1.28621928595158e+001dB,8.41386023962554e+001°)
2.46036760414691e+004	(-1.28423262177710e+001dB,8.41379536143911e+001°)
2.46603933723362e+004	(-1.28224597720581e+001dB,8.41372735040300e+001°)
2.47172414501541e+004	(-1.28025935254859e+001dB,8.41365620588819e+001°)
2.47742205763256e+004	(-1.27827274811558e+001dB,8.41358192724861e+001°)
2.48313310529485e+004	(-1.27628616421551e+001dB,8.41350451382514e+001°)
2.48885731828166e+004	(-1.27429960116145e+001dB,8.41342396494223e+001°)
2.49459472694223e+004	(-1.27231305926340e+001dB,8.41334027989085e+001°)
2.50034536169570e+004	(-1.27032653883475e+001dB,8.41325345796452e+001°)
2.50610925303138e+004	(-1.26834004018824e+001dB,8.41316349843418e+001°)
2.51188643150885e+004	(-1.26635356363825e+001dB,8.41307040055298e+001°)
2.51767692775812e+004	(-1.26436710949865e+001dB,8.41297416354707e+001°)
2.52348077247984e+004	(-1.26238067808453e+001dB,8.41287478664045e+001°)
2.52929799644541e+004	(-1.26039426971266e+001dB,8.41277226902705e+001°)
2.53512863049717e+004	(-1.25840788470035e+001dB,8.41266660989467e+001°)
2.54097270554856e+004	(-1.25642152336311e+001dB,8.41255780841027e+001°)
2.54683025258430e+004	(-1.25443518602014e+001dB,8.41244586371419e+001°)
2.55270130266050e+004	(-1.25244887299189e+001dB,8.41233077494469e+001°)
2.55858588690490e+004	(-1.25046258459619e+001dB,8.41221254121334e+001°)
2.56448403651697e+004	(-1.24847632115476e+001dB,8.41209116161239e+001°)
2.57039578276811e+004	(-1.24649008298811e+001dB,8.41196663522165e+001°)
2.57632115700182e+004	(-1.24450387041927e+001dB,8.41183896110647e+001°)
2.58226019063384e+004	(-1.24251768377107e+001dB,8.41170813830654e+001°)
2.58821291515233e+004	(-1.24053152336782e+001dB,8.41157416585181e+001°)
2.59417936211805e+004	(-1.23854538953301e+001dB,8.41143704274558e+001°)
2.60015956316451e+004	(-1.23655928259276e+001dB,8.41129676798456e+001°)
2.60615354999813e+004	(-1.23457320287385e+001dB,8.41115334054450e+001°)
2.61216135439844e+004	(-1.23258715070259e+001dB,8.41100675938162e+001°)
2.61818300821822e+004	(-1.23060112640864e+001dB,8.41085702342794e+001°)
2.62421854338367e+004	(-1.22861513031844e+001dB,8.41070413162072e+001°)
2.63026799189461e+004	(-1.22662916276459e+001dB,8.41054808285077e+001°)
2.63633138582461e+004	(-1.22464322407615e+001dB,8.41038887601022e+001°)
