Freq.	V(n001)/-I(I2)
3.19153785509999e+003	(1.19107785776934e+002dB,-3.02272589011741e+000°)
3.19889510969062e+003	(1.19107729954641e+002dB,-3.02940810253080e+000°)
3.20626932450469e+003	(1.19107673894417e+002dB,-3.03610625713679e+000°)
3.21366053863954e+003	(1.19107617595082e+002dB,-3.04282038870994e+000°)
3.22106879128265e+003	(1.19107561055454e+002dB,-3.04955053210368e+000°)
3.22849412171185e+003	(1.19107504274342e+002dB,-3.05629672224987e+000°)
3.23593656929549e+003	(1.19107447250553e+002dB,-3.06305899416016e+000°)
3.24339617349270e+003	(1.19107389982888e+002dB,-3.06983738292625e+000°)
3.25087297385355e+003	(1.19107332470143e+002dB,-3.07663192371839e+000°)
3.25836701001929e+003	(1.19107274711108e+002dB,-3.08344265178774e+000°)
3.26587832172256e+003	(1.19107216704568e+002dB,-3.09026960246399e+000°)
3.27340694878758e+003	(1.19107158449305e+002dB,-3.09711281115813e+000°)
3.28095293113039e+003	(1.19107099944093e+002dB,-3.10397231336095e+000°)
3.28851630875903e+003	(1.19107041187703e+002dB,-3.11084814464379e+000°)
3.29609712177377e+003	(1.19106982178899e+002dB,-3.11774034065790e+000°)
3.30369541036734e+003	(1.19106922916440e+002dB,-3.12464893713610e+000°)
3.31131121482510e+003	(1.19106863399081e+002dB,-3.13157396989121e+000°)
3.31894457552529e+003	(1.19106803625571e+002dB,-3.13851547481788e+000°)
3.32659553293923e+003	(1.19106743594653e+002dB,-3.14547348789076e+000°)
3.33426412763153e+003	(1.19106683305065e+002dB,-3.15244804516702e+000°)
3.34195040026033e+003	(1.19106622755541e+002dB,-3.15943918278524e+000°)
3.34965439157746e+003	(1.19106561944807e+002dB,-3.16644693696354e+000°)
3.35737614242873e+003	(1.19106500871586e+002dB,-3.17347134400502e+000°)
3.36511569375408e+003	(1.19106439534593e+002dB,-3.18051244029149e+000°)
3.37287308658786e+003	(1.19106377932541e+002dB,-3.18757026228911e+000°)
3.38064836205899e+003	(1.19106316064133e+002dB,-3.19464484654556e+000°)
3.38844156139120e+003	(1.19106253928071e+002dB,-3.20173622969018e+000°)
3.39625272590325e+003	(1.19106191523048e+002dB,-3.20884444843581e+000°)
3.40408189700917e+003	(1.19106128847754e+002dB,-3.21596953957724e+000°)
3.41192911621845e+003	(1.19106065900870e+002dB,-3.22311153999223e+000°)
3.41979442513625e+003	(1.19106002681076e+002dB,-3.23027048664211e+000°)
3.42767786546366e+003	(1.19105939187041e+002dB,-3.23744641657071e+000°)
3.43557947899790e+003	(1.19105875417433e+002dB,-3.24463936690462e+000°)
3.44349930763254e+003	(1.19105811370912e+002dB,-3.25184937485502e+000°)
3.45143739335771e+003	(1.19105747046132e+002dB,-3.25907647771635e+000°)
3.45939377826037e+003	(1.19105682441741e+002dB,-3.26632071286656e+000°)
3.46736850452446e+003	(1.19105617556384e+002dB,-3.27358211776686e+000°)
3.47536161443120e+003	(1.19105552388697e+002dB,-3.28086072996365e+000°)
3.48337315035926e+003	(1.19105486937310e+002dB,-3.28815658708691e+000°)
3.49140315478500e+003	(1.19105421200850e+002dB,-3.29546972685146e+000°)
3.49945167028271e+003	(1.19105355177936e+002dB,-3.30280018705645e+000°)
3.50751873952482e+003	(1.19105288867181e+002dB,-3.31014800558427e+000°)
3.51560440528212e+003	(1.19105222267192e+002dB,-3.31751322040436e+000°)
3.52370871042400e+003	(1.19105155376571e+002dB,-3.32489586957004e+000°)
3.53183169791870e+003	(1.19105088193914e+002dB,-3.33229599121957e+000°)
3.53997341083348e+003	(1.19105020717808e+002dB,-3.33971362357722e+000°)
3.54813389233488e+003	(1.19104952946839e+002dB,-3.34714880495202e+000°)
3.55631318568898e+003	(1.19104884879582e+002dB,-3.35460157373834e+000°)
3.56451133426156e+003	(1.19104816514609e+002dB,-3.36207196841730e+000°)
3.57272838151841e+003	(1.19104747850484e+002dB,-3.36956002755582e+000°)
3.58096437102548e+003	(1.19104678885765e+002dB,-3.37706578980560e+000°)
3.58921934644917e+003	(1.19104609619006e+002dB,-3.38458929390568e+000°)
3.59749335155654e+003	(1.19104540048752e+002dB,-3.39213057868084e+000°)
3.60578643021554e+003	(1.19104470173542e+002dB,-3.39968968304449e+000°)
3.61409862639524e+003	(1.19104399991910e+002dB,-3.40726664599247e+000°)
3.62242998416609e+003	(1.19104329502382e+002dB,-3.41486150661191e+000°)
3.63078054770012e+003	(1.19104258703480e+002dB,-3.42247430407436e+000°)
3.63915036127117e+003	(1.19104187593717e+002dB,-3.43010507763865e+000°)
3.64753946925518e+003	(1.19104116171602e+002dB,-3.43775386665242e+000°)
3.65594791613035e+003	(1.19104044435634e+002dB,-3.44542071054930e+000°)
3.66437574647743e+003	(1.19103972384310e+002dB,-3.45310564885009e+000°)
3.67282300497994e+003	(1.19103900016116e+002dB,-3.46080872116593e+000°)
3.68128973642441e+003	(1.19103827329535e+002dB,-3.46852996719365e+000°)
3.68977598570059e+003	(1.19103754323042e+002dB,-3.47626942671813e+000°)
3.69828179780175e+003	(1.19103680995104e+002dB,-3.48402713961368e+000°)
3.70680721782484e+003	(1.19103607344183e+002dB,-3.49180314584302e+000°)
3.71535229097081e+003	(1.19103533368735e+002dB,-3.49959748545632e+000°)
3.72391706254476e+003	(1.19103459067207e+002dB,-3.50741019859308e+000°)
3.73250157795628e+003	(1.19103384438041e+002dB,-3.51524132548176e+000°)
3.74110588271961e+003	(1.19103309479671e+002dB,-3.52309090643890e+000°)
3.74973002245391e+003	(1.19103234190525e+002dB,-3.53095898187353e+000°)
3.75837404288351e+003	(1.19103158569025e+002dB,-3.53884559227868e+000°)
3.76703798983816e+003	(1.19103082613583e+002dB,-3.54675077824098e+000°)
3.77572190925323e+003	(1.19103006322608e+002dB,-3.55467458043596e+000°)
3.78442584717000e+003	(1.19102929694499e+002dB,-3.56261703962826e+000°)
3.79314984973588e+003	(1.19102852727650e+002dB,-3.57057819667262e+000°)
3.80189396320467e+003	(1.19102775420446e+002dB,-3.57855809251476e+000°)
3.81065823393679e+003	(1.19102697771267e+002dB,-3.58655676818897e+000°)
3.81944270839952e+003	(1.19102619778484e+002dB,-3.59457426482167e+000°)
3.82824743316728e+003	(1.19102541440464e+002dB,-3.60261062362932e+000°)
3.83707245492184e+003	(1.19102462755562e+002dB,-3.61066588591912e+000°)
3.84591782045258e+003	(1.19102383722130e+002dB,-3.61874009308818e+000°)
3.85478357665676e+003	(1.19102304338512e+002dB,-3.62683328662749e+000°)
3.86366977053973e+003	(1.19102224603042e+002dB,-3.63494550811615e+000°)
3.87257644921521e+003	(1.19102144514051e+002dB,-3.64307679922624e+000°)
3.88150365990552e+003	(1.19102064069859e+002dB,-3.65122720172087e+000°)
3.89045144994184e+003	(1.19101983268780e+002dB,-3.65939675745665e+000°)
3.89941986676447e+003	(1.19101902109122e+002dB,-3.66758550837963e+000°)
3.90840895792305e+003	(1.19101820589183e+002dB,-3.67579349652804e+000°)
3.91741877107686e+003	(1.19101738707255e+002dB,-3.68402076403468e+000°)
3.92644935399502e+003	(1.19101656461623e+002dB,-3.69226735312292e+000°)
3.93550075455680e+003	(1.19101573850563e+002dB,-3.70053330610794e+000°)
3.94457302075180e+003	(1.19101490872345e+002dB,-3.70881866539855e+000°)
3.95366620068030e+003	(1.19101407525230e+002dB,-3.71712347349696e+000°)
3.96278034255341e+003	(1.19101323807473e+002dB,-3.72544777299798e+000°)
3.97191549469342e+003	(1.19101239717319e+002dB,-3.73379160658884e+000°)
3.98107170553398e+003	(1.19101155253007e+002dB,-3.74215501705138e+000°)
3.99024902362043e+003	(1.19101070412769e+002dB,-3.75053804725883e+000°)
3.99944749760998e+003	(1.19100985194827e+002dB,-3.75894074018068e+000°)
4.00866717627203e+003	(1.19100899597397e+002dB,-3.76736313887754e+000°)
4.01790810848840e+003	(1.19100813618685e+002dB,-3.77580528650701e+000°)
4.02717034325359e+003	(1.19100727256893e+002dB,-3.78426722631801e+000°)
4.03645392967504e+003	(1.19100640510211e+002dB,-3.79274900165486e+000°)
4.04575891697342e+003	(1.19100553376822e+002dB,-3.80125065595676e+000°)
4.05508535448283e+003	(1.19100465854904e+002dB,-3.80977223275595e+000°)
4.06443329165111e+003	(1.19100377942623e+002dB,-3.81831377568180e+000°)
4.07380277804011e+003	(1.19100289638140e+002dB,-3.82687532845599e+000°)
4.08319386332590e+003	(1.19100200939605e+002dB,-3.83545693489701e+000°)
4.09260659729909e+003	(1.19100111845163e+002dB,-3.84405863891819e+000°)
4.10204102986504e+003	(1.19100022352948e+002dB,-3.85268048452750e+000°)
4.11149721104420e+003	(1.19099932461087e+002dB,-3.86132251582946e+000°)
4.12097519097227e+003	(1.19099842167699e+002dB,-3.86998477702433e+000°)
4.13047501990058e+003	(1.19099751470895e+002dB,-3.87866731240662e+000°)
4.13999674819627e+003	(1.19099660368777e+002dB,-3.88737016636878e+000°)
4.14954042634259e+003	(1.19099568859438e+002dB,-3.89609338339790e+000°)
4.15910610493918e+003	(1.19099476940964e+002dB,-3.90483700807900e+000°)
4.16869383470231e+003	(1.19099384611433e+002dB,-3.91360108509163e+000°)
4.17830366646517e+003	(1.19099291868911e+002dB,-3.92238565921423e+000°)
4.18793565117814e+003	(1.19099198711460e+002dB,-3.93119077532006e+000°)
4.19758983990902e+003	(1.19099105137130e+002dB,-3.94001647838029e+000°)
4.20726628384339e+003	(1.19099011143965e+002dB,-3.94886281346241e+000°)
4.21696503428477e+003	(1.19098916729999e+002dB,-3.95772982573350e+000°)
4.22668614265497e+003	(1.19098821893256e+002dB,-3.96661756045500e+000°)
4.23642966049435e+003	(1.19098726631755e+002dB,-3.97552606298786e+000°)
4.24619563946206e+003	(1.19098630943502e+002dB,-3.98445537878968e+000°)
4.25598413133636e+003	(1.19098534826498e+002dB,-3.99340555341818e+000°)
4.26579518801486e+003	(1.19098438278731e+002dB,-4.00237663252576e+000°)
4.27562886151479e+003	(1.19098341298185e+002dB,-4.01136866186596e+000°)
4.28548520397332e+003	(1.19098243882832e+002dB,-4.02038168728894e+000°)
4.29536426764779e+003	(1.19098146030634e+002dB,-4.02941575474487e+000°)
4.30526610491603e+003	(1.19098047739548e+002dB,-4.03847091028065e+000°)
4.31519076827657e+003	(1.19097949007517e+002dB,-4.04754720004451e+000°)
4.32513831034900e+003	(1.19097849832480e+002dB,-4.05664467028093e+000°)
4.33510878387420e+003	(1.19097750212364e+002dB,-4.06576336733605e+000°)
4.34510224171462e+003	(1.19097650145085e+002dB,-4.07490333765525e+000°)
4.35511873685459e+003	(1.19097549628554e+002dB,-4.08406462778045e+000°)
4.36515832240056e+003	(1.19097448660671e+002dB,-4.09324728435622e+000°)
4.37522105158142e+003	(1.19097347239326e+002dB,-4.10245135412632e+000°)
4.38530697774875e+003	(1.19097245362400e+002dB,-4.11167688393320e+000°)
4.39541615437714e+003	(1.19097143027765e+002dB,-4.12092392072153e+000°)
4.40554863506442e+003	(1.19097040233283e+002dB,-4.13019251153453e+000°)
4.41570447353201e+003	(1.19096936976807e+002dB,-4.13948270351637e+000°)
4.42588372362515e+003	(1.19096833256182e+002dB,-4.14879454391204e+000°)
4.43608643931321e+003	(1.19096729069239e+002dB,-4.15812808006758e+000°)
4.44631267468997e+003	(1.19096624413805e+002dB,-4.16748335942896e+000°)
4.45656248397391e+003	(1.19096519287694e+002dB,-4.17686042954313e+000°)
4.46683592150850e+003	(1.19096413688709e+002dB,-4.18625933806070e+000°)
4.47713304176250e+003	(1.19096307614648e+002dB,-4.19568013273010e+000°)
4.48745389933019e+003	(1.19096201063296e+002dB,-4.20512286140420e+000°)
4.49779854893174e+003	(1.19096094032428e+002dB,-4.21458757203629e+000°)
4.50816704541346e+003	(1.19095986519810e+002dB,-4.22407431268065e+000°)
4.51855944374808e+003	(1.19095878523198e+002dB,-4.23358313149553e+000°)
4.52897579903506e+003	(1.19095770040338e+002dB,-4.24311407674039e+000°)
4.53941616650089e+003	(1.19095661068967e+002dB,-4.25266719677693e+000°)
4.54988060149934e+003	(1.19095551606810e+002dB,-4.26224254006906e+000°)
4.56036915951181e+003	(1.19095441651584e+002dB,-4.27184015518340e+000°)
4.57088189614760e+003	(1.19095331200993e+002dB,-4.28146009079061e+000°)
4.58141886714418e+003	(1.19095220252735e+002dB,-4.29110239566266e+000°)
4.59198012836753e+003	(1.19095108804494e+002dB,-4.30076711867562e+000°)
4.60256573581240e+003	(1.19094996853946e+002dB,-4.31045430880828e+000°)
4.61317574560263e+003	(1.19094884398756e+002dB,-4.32016401514282e+000°)
4.62381021399143e+003	(1.19094771436578e+002dB,-4.32989628686504e+000°)
4.63446919736171e+003	(1.19094657965057e+002dB,-4.33965117326500e+000°)
4.64515275222632e+003	(1.19094543981826e+002dB,-4.34942872373630e+000°)
4.65586093522841e+003	(1.19094429484509e+002dB,-4.35922898777644e+000°)
4.66659380314171e+003	(1.19094314470717e+002dB,-4.36905201498691e+000°)
4.67735141287080e+003	(1.19094198938055e+002dB,-4.37889785507373e+000°)
4.68813382145147e+003	(1.19094082884113e+002dB,-4.38876655784704e+000°)
4.69894108605097e+003	(1.19093966306472e+002dB,-4.39865817322344e+000°)
4.70977326396834e+003	(1.19093849202702e+002dB,-4.40857275122225e+000°)
4.72063041263471e+003	(1.19093731570362e+002dB,-4.41851034196815e+000°)
4.73151258961361e+003	(1.19093613407002e+002dB,-4.42847099569137e+000°)
4.74241985260125e+003	(1.19093494710158e+002dB,-4.43845476272706e+000°)
4.75335225942685e+003	(1.19093375477358e+002dB,-4.44846169351586e+000°)
4.76430986805295e+003	(1.19093255706118e+002dB,-4.45849183860398e+000°)
4.77529273657570e+003	(1.19093135393942e+002dB,-4.46854524864409e+000°)
4.78630092322517e+003	(1.19093014538324e+002dB,-4.47862197439328e+000°)
4.79733448636568e+003	(1.19092893136746e+002dB,-4.48872206671517e+000°)
4.80839348449607e+003	(1.19092771186681e+002dB,-4.49884557658052e+000°)
4.81947797625005e+003	(1.19092648685588e+002dB,-4.50899255506541e+000°)
4.83058802039650e+003	(1.19092525630917e+002dB,-4.51916305335250e+000°)
4.84172367583977e+003	(1.19092402020104e+002dB,-4.52935712273127e+000°)
4.85288500161998e+003	(1.19092277850577e+002dB,-4.53957481459775e+000°)
4.86407205691338e+003	(1.19092153119750e+002dB,-4.54981618045545e+000°)
4.87528490103263e+003	(1.19092027825028e+002dB,-4.56008127191412e+000°)
4.88652359342710e+003	(1.19091901963801e+002dB,-4.57037014069105e+000°)
4.89778819368322e+003	(1.19091775533449e+002dB,-4.58068283861165e+000°)
4.90907876152479e+003	(1.19091648531344e+002dB,-4.59101941760697e+000°)
4.92039535681326e+003	(1.19091520954839e+002dB,-4.60137992971844e+000°)
4.93173803954811e+003	(1.19091392801282e+002dB,-4.61176442709214e+000°)
4.94310686986710e+003	(1.19091264068007e+002dB,-4.62217296198490e+000°)
4.95450190804664e+003	(1.19091134752333e+002dB,-4.63260558676039e+000°)
4.96592321450210e+003	(1.19091004851573e+002dB,-4.64306235389105e+000°)
4.97737084978810e+003	(1.19090874363022e+002dB,-4.65354331595655e+000°)
4.98884487459885e+003	(1.19090743283969e+002dB,-4.66404852564503e+000°)
5.00034534976851e+003	(1.19090611611686e+002dB,-4.67457803575599e+000°)
5.01187233627145e+003	(1.19090479343436e+002dB,-4.68513189919540e+000°)
5.02342589522259e+003	(1.19090346476467e+002dB,-4.69571016897937e+000°)
5.03500608787777e+003	(1.19090213008018e+002dB,-4.70631289823056e+000°)
5.04661297563400e+003	(1.19090078935313e+002dB,-4.71694014018553e+000°)
5.05824662002985e+003	(1.19089944255567e+002dB,-4.72759194818565e+000°)
5.06990708274575e+003	(1.19089808965979e+002dB,-4.73826837568467e+000°)
5.08159442560431e+003	(1.19089673063737e+002dB,-4.74896947624547e+000°)
5.09330871057066e+003	(1.19089536546018e+002dB,-4.75969530354008e+000°)
5.10504999975276e+003	(1.19089399409984e+002dB,-4.77044591135124e+000°)
5.11681835540177e+003	(1.19089261652787e+002dB,-4.78122135357183e+000°)
5.12861383991234e+003	(1.19089123271563e+002dB,-4.79202168420388e+000°)
5.14043651582295e+003	(1.19088984263439e+002dB,-4.80284695736238e+000°)
5.15228644581625e+003	(1.19088844625527e+002dB,-4.81369722727019e+000°)
5.16416369271939e+003	(1.19088704354926e+002dB,-4.82457254826149e+000°)
5.17606831950436e+003	(1.19088563448724e+002dB,-4.83547297478264e+000°)
5.18800038928829e+003	(1.19088421903995e+002dB,-4.84639856139051e+000°)
5.19995996533383e+003	(1.19088279717799e+002dB,-4.85734936275196e+000°)
5.21194711104947e+003	(1.19088136887184e+002dB,-4.86832543364642e+000°)
5.22396188998986e+003	(1.19087993409186e+002dB,-4.87932682896361e+000°)
5.23600436585617e+003	(1.19087849280825e+002dB,-4.89035360370718e+000°)
5.24807460249639e+003	(1.19087704499112e+002dB,-4.90140581298765e+000°)
5.26017266390572e+003	(1.19087559061040e+002dB,-4.91248351203356e+000°)
5.27229861422688e+003	(1.19087412963592e+002dB,-4.92358675617986e+000°)
5.28445251775045e+003	(1.19087266203736e+002dB,-4.93471560087806e+000°)
5.29663443891522e+003	(1.19087118778428e+002dB,-4.94587010168853e+000°)
5.30884444230853e+003	(1.19086970684609e+002dB,-4.95705031428688e+000°)
5.32108259266658e+003	(1.19086821919207e+002dB,-4.96825629445859e+000°)
5.33334895487484e+003	(1.19086672479137e+002dB,-4.97948809810330e+000°)
5.34564359396835e+003	(1.19086522361300e+002dB,-4.99074578123258e+000°)
5.35796657513204e+003	(1.19086371562581e+002dB,-5.00202939997298e+000°)
5.37031796370115e+003	(1.19086220079856e+002dB,-5.01333901056019e+000°)
5.38269782516150e+003	(1.19086067909983e+002dB,-5.02467466934836e+000°)
5.39510622514989e+003	(1.19085915049808e+002dB,-5.03603643279989e+000°)
5.40754322945442e+003	(1.19085761496162e+002dB,-5.04742435749424e+000°)
5.42000890401485e+003	(1.19085607245862e+002dB,-5.05883850012237e+000°)
5.43250331492294e+003	(1.19085452295713e+002dB,-5.07027891748991e+000°)
5.44502652842282e+003	(1.19085296642504e+002dB,-5.08174566651521e+000°)
5.45757861091131e+003	(1.19085140283008e+002dB,-5.09323880423314e+000°)
5.47015962893831e+003	(1.19084983213988e+002dB,-5.10475838778972e+000°)
5.48276964920713e+003	(1.19084825432189e+002dB,-5.11630447444730e+000°)
5.49540873857484e+003	(1.19084666934343e+002dB,-5.12787712158182e+000°)
5.50807696405262e+003	(1.19084507717169e+002dB,-5.13947638668357e+000°)
5.52077439280616e+003	(1.19084347777368e+002dB,-5.15110232735781e+000°)
5.53350109215595e+003	(1.19084187111630e+002dB,-5.16275500132449e+000°)
5.54625712957768e+003	(1.19084025716628e+002dB,-5.17443446641740e+000°)
5.55904257270261e+003	(1.19083863589020e+002dB,-5.18614078058716e+000°)
5.57185748931787e+003	(1.19083700725452e+002dB,-5.19787400189912e+000°)
5.58470194736687e+003	(1.19083537122552e+002dB,-5.20963418853301e+000°)
5.59757601494966e+003	(1.19083372776935e+002dB,-5.22142139878313e+000°)
5.61047976032326e+003	(1.19083207685200e+002dB,-5.23323569106249e+000°)
5.62341325190204e+003	(1.19083041843932e+002dB,-5.24507712389786e+000°)
5.63637655825809e+003	(1.19082875249700e+002dB,-5.25694575592947e+000°)
5.64936974812157e+003	(1.19082707899058e+002dB,-5.26884164591729e+000°)
5.66239289038108e+003	(1.19082539788545e+002dB,-5.28076485273618e+000°)
5.67544605408401e+003	(1.19082370914684e+002dB,-5.29271543537548e+000°)
5.68852930843695e+003	(1.19082201273984e+002dB,-5.30469345294258e+000°)
5.70164272280601e+003	(1.19082030862938e+002dB,-5.31669896465909e+000°)
5.71478636671720e+003	(1.19081859678021e+002dB,-5.32873202986628e+000°)
5.72796030985682e+003	(1.19081687715697e+002dB,-5.34079270801969e+000°)
5.74116462207180e+003	(1.19081514972411e+002dB,-5.35288105869301e+000°)
5.75439937337009e+003	(1.19081341444593e+002dB,-5.36499714157407e+000°)
5.76766463392102e+003	(1.19081167128658e+002dB,-5.37714101647116e+000°)
5.78096047405569e+003	(1.19080992021005e+002dB,-5.38931274330740e+000°)
5.79428696426732e+003	(1.19080816118016e+002dB,-5.40151238212208e+000°)
5.80764417521162e+003	(1.19080639416057e+002dB,-5.41373999307698e+000°)
5.82103217770721e+003	(1.19080461911480e+002dB,-5.42599563644496e+000°)
5.83445104273594e+003	(1.19080283600620e+002dB,-5.43827937261885e+000°)
5.84790084144330e+003	(1.19080104479794e+002dB,-5.45059126211096e+000°)
5.86138164513877e+003	(1.19079924545304e+002dB,-5.46293136554958e+000°)
5.87489352529625e+003	(1.19079743793436e+002dB,-5.47529974367994e+000°)
5.88843655355437e+003	(1.19079562220460e+002dB,-5.48769645736630e+000°)
5.90201080171692e+003	(1.19079379822629e+002dB,-5.50012156759347e+000°)
5.91561634175321e+003	(1.19079196596178e+002dB,-5.51257513545896e+000°)
5.92925324579847e+003	(1.19079012537328e+002dB,-5.52505722218230e+000°)
5.94292158615419e+003	(1.19078827642281e+002dB,-5.53756788910230e+000°)
5.95662143528856e+003	(1.19078641907224e+002dB,-5.55010719767254e+000°)
5.97035286583683e+003	(1.19078455328326e+002dB,-5.56267520946794e+000°)
5.98411595060165e+003	(1.19078267901740e+002dB,-5.57527198618205e+000°)
5.99791076255354e+003	(1.19078079623601e+002dB,-5.58789758962631e+000°)
6.01173737483122e+003	(1.19077890490027e+002dB,-5.60055208173208e+000°)
6.02559586074202e+003	(1.19077700497121e+002dB,-5.61323552454775e+000°)
6.03948629376223e+003	(1.19077509640965e+002dB,-5.62594798024340e+000°)
6.05340874753757e+003	(1.19077317917628e+002dB,-5.63868951110566e+000°)
6.06736329588348e+003	(1.19077125323158e+002dB,-5.65146017954246e+000°)
6.08135001278560e+003	(1.19076931853588e+002dB,-5.66426004808116e+000°)
6.09536897240011e+003	(1.19076737504932e+002dB,-5.67708917936839e+000°)
6.10942024905414e+003	(1.19076542273187e+002dB,-5.68994763616803e+000°)
6.12350391724615e+003	(1.19076346154333e+002dB,-5.70283548136633e+000°)
6.13762005164635e+003	(1.19076149144332e+002dB,-5.71575277796988e+000°)
6.15176872709709e+003	(1.19075951239126e+002dB,-5.72869958910339e+000°)
6.16595001861322e+003	(1.19075752434643e+002dB,-5.74167597801108e+000°)
6.18016400138255e+003	(1.19075552726791e+002dB,-5.75468200805895e+000°)
6.19441075076621e+003	(1.19075352111459e+002dB,-5.76771774273162e+000°)
6.20869034229902e+003	(1.19075150584519e+002dB,-5.78078324563529e+000°)
6.22300285168998e+003	(1.19074948141825e+002dB,-5.79387858049675e+000°)
6.23734835482257e+003	(1.19074744779213e+002dB,-5.80700381116049e+000°)
6.25172692775523e+003	(1.19074540492500e+002dB,-5.82015900159413e+000°)
6.26613864672173e+003	(1.19074335277484e+002dB,-5.83334421588669e+000°)
6.28058358813155e+003	(1.19074129129946e+002dB,-5.84655951824379e+000°)
6.29506182857034e+003	(1.19073922045647e+002dB,-5.85980497299552e+000°)
6.30957344480029e+003	(1.19073714020331e+002dB,-5.87308064459247e+000°)
6.32411851376055e+003	(1.19073505049722e+002dB,-5.88638659760355e+000°)
6.33869711256762e+003	(1.19073295129525e+002dB,-5.89972289672176e+000°)
6.35330931851579e+003	(1.19073084255428e+002dB,-5.91308960676007e+000°)
6.36795520907750e+003	(1.19072872423097e+002dB,-5.92648679264978e+000°)
6.38263486190383e+003	(1.19072659628181e+002dB,-5.93991451944918e+000°)
6.39734835482482e+003	(1.19072445866310e+002dB,-5.95337285233266e+000°)
6.41209576584995e+003	(1.19072231133094e+002dB,-5.96686185660034e+000°)
6.42687717316852e+003	(1.19072015424124e+002dB,-5.98038159766886e+000°)
6.44169265515010e+003	(1.19071798734972e+002dB,-5.99393214107989e+000°)
6.45654229034487e+003	(1.19071581061189e+002dB,-6.00751355249683e+000°)
6.47142615748415e+003	(1.19071362398309e+002dB,-6.02112589770274e+000°)
6.48634433548070e+003	(1.19071142741844e+002dB,-6.03476924260302e+000°)
6.50129690342921e+003	(1.19070922087288e+002dB,-6.04844365322615e+000°)
6.51628394060673e+003	(1.19070700430115e+002dB,-6.06214919572188e+000°)
6.53130552647302e+003	(1.19070477765777e+002dB,-6.07588593636083e+000°)
6.54636174067104e+003	(1.19070254089709e+002dB,-6.08965394153726e+000°)
6.56145266302734e+003	(1.19070029397324e+002dB,-6.10345327776578e+000°)
6.57657837355249e+003	(1.19069803684016e+002dB,-6.11728401168461e+000°)
6.59173895244149e+003	(1.19069576945158e+002dB,-6.13114621005343e+000°)
6.60693448007424e+003	(1.19069349176103e+002dB,-6.14503993975418e+000°)
6.62216503701589e+003	(1.19069120372185e+002dB,-6.15896526779094e+000°)
6.63743070401736e+003	(1.19068890528714e+002dB,-6.17292226129205e+000°)
6.65273156201568e+003	(1.19068659640983e+002dB,-6.18691098750430e+000°)
6.66806769213448e+003	(1.19068427704263e+002dB,-6.20093151380048e+000°)
6.68343917568440e+003	(1.19068194713803e+002dB,-6.21498390767546e+000°)
6.69884609416351e+003	(1.19067960664835e+002dB,-6.22906823674487e+000°)
6.71428852925777e+003	(1.19067725552565e+002dB,-6.24318456874900e+000°)
6.72976656284142e+003	(1.19067489372183e+002dB,-6.25733297154820e+000°)
6.74528027697746e+003	(1.19067252118853e+002dB,-6.27151351312918e+000°)
6.76082975391805e+003	(1.19067013787723e+002dB,-6.28572626159843e+000°)
6.77641507610498e+003	(1.19066774373915e+002dB,-6.29997128518709e+000°)
6.79203632617007e+003	(1.19066533872533e+002dB,-6.31424865224617e+000°)
6.80769358693563e+003	(1.19066292278658e+002dB,-6.32855843125335e+000°)
6.82338694141491e+003	(1.19066049587350e+002dB,-6.34290069080860e+000°)
6.83911647281250e+003	(1.19065805793648e+002dB,-6.35727549963214e+000°)
6.85488226452482e+003	(1.19065560892567e+002dB,-6.37168292656987e+000°)
6.87068440014052e+003	(1.19065314879103e+002dB,-6.38612304059043e+000°)
6.88652296344096e+003	(1.19065067748228e+002dB,-6.40059591078255e+000°)
6.90239803840061e+003	(1.19064819494894e+002dB,-6.41510160636273e+000°)
6.91830970918755e+003	(1.19064570114029e+002dB,-6.42964019666734e+000°)
6.93425806016387e+003	(1.19064319600540e+002dB,-6.44421175115837e+000°)
6.95024317588615e+003	(1.19064067949312e+002dB,-6.45881633941746e+000°)
6.96626514110586e+003	(1.19063815155207e+002dB,-6.47345403115344e+000°)
6.98232404076988e+003	(1.19063561213064e+002dB,-6.48812489619499e+000°)
6.99841996002090e+003	(1.19063306117701e+002dB,-6.50282900449619e+000°)
7.01455298419787e+003	(1.19063049863912e+002dB,-6.51756642613525e+000°)
7.03072319883649e+003	(1.19062792446470e+002dB,-6.53233723131115e+000°)
7.04693068966962e+003	(1.19062533860123e+002dB,-6.54714149034715e+000°)
7.06317554262776e+003	(1.19062274099597e+002dB,-6.56197927369003e+000°)
7.07945784383952e+003	(1.19062013159596e+002dB,-6.57685065191119e+000°)
7.09577767963202e+003	(1.19061751034800e+002dB,-6.59175569570337e+000°)
7.11213513653142e+003	(1.19061487719866e+002dB,-6.60669447588393e+000°)
7.12853030126332e+003	(1.19061223209427e+002dB,-6.62166706339296e+000°)
7.14496326075325e+003	(1.19060957498094e+002dB,-6.63667352929492e+000°)
7.16143410212714e+003	(1.19060690580454e+002dB,-6.65171394477673e+000°)
7.17794291271173e+003	(1.19060422451070e+002dB,-6.66678838114866e+000°)
7.19448978003510e+003	(1.19060153104480e+002dB,-6.68189690984664e+000°)
7.21107479182710e+003	(1.19059882535203e+002dB,-6.69703960242648e+000°)
7.22769803601980e+003	(1.19059610737728e+002dB,-6.71221653057046e+000°)
7.24435960074799e+003	(1.19059337706525e+002dB,-6.72742776608212e+000°)
7.26105957434964e+003	(1.19059063436037e+002dB,-6.74267338088968e+000°)
